id,src_legal,tgt_plain
458,"Where, as here, a prisoner “challeng[es] the very fact or duration of his physical imprisonment, and the relief he seeks is a determination that he is entitled to immediate release or a speedier release from that imprisonment, his sole federal remedy is a writ of habeas corpus.” Preiser v. Rodriguez, 411 U.S. 475, 500, 93 S.Ct.","If a prisoner ""questions a reason or duration of his physical imprisonment"" like here, and he wants ""the court to determine that he should be released immediately or released from that imprisonment faster, his only legal solution provided under federal law is requesting to be called to the court."" Preiser v. Rodriguez, 411 U.S. 475, 500, 93 S.Ct."
459,"It is an unfair labor practice for a labor organization to, among other things, “interfere with, restrain, or coerce any employee in the exercise by the employee of any right under” the chapter of the CSRA related to union and labor rights, or “to otherwise fail or refuse to comply with any provision of this chapter.” 5 U.S.C.","Among other things, “interfering with, limiting, or forcing any employee in the exercise of any of his/her rights under” the chapter of the Civil Service Reform Act related to labor unions and labor rights are unfair labor practices for a labor organization. In addition “failing or refusing to comply with any provision of this chapter.” are also unfair labor practices for a labor organization. Title 5 United States Code"
460,"The Court notes, however, that the clause authorizing the payment of attorney’s fees in Estate of Gaines is much broader than the clause contained in this case, which limits payment to “charges incurred in the administration of the Trust.” Restated Revocable Living Trust dated May 1, 2006, DN 27-6, p. 13.","The Court notes that the clause which makes the payment of attorney’s fees possible in Estate of Gaines is much broader than the clause contained in this case. The clause in this case limits payment to “charges arose in the management of the Trust which is a relationship based on trust between parties in which one party owns a property and the other party benefits from the property. Restated Revocable Living Trust dated May 1, 2006, DN 27-6, p. 13."
461,"Conversely, when the preponderance of the evidence weighs against the claim, “[the Board] necessarily has determined that the evidence is not ‘nearly equal’ or ‘too close to call,’ and the benefit of the doubt rule therefore has no application.” Ortiz v. Principi 274 F.3d 1361, 1365 (Fed.Cir.2001).","Conversely, when the evidence is not supporting the claim, the Board necessarily decided on that the benefit of the doubt rule is not applicable because the evidence is not nearly equal. Ortiz v. Principi 274 F.3d 1361, 1365 (Fed.Cir.2001)."
462,"Broad prophylactic prohibitions that fail to ‘respond precisely to the substantive problem which legitimately concerns’ the State cannot withstand intermediate scrutiny.” 838 F.3d at 73 (quoting Members of City Council of City of L.A. v. Taxpayers for Vincent, 466 U.S. 789, 810, 104 S.Ct.","Over broad decisions that fail to stick precisely to the substantive problem which is legitimately concerned cannot escape intermediate scrutiny of the State. 838 F.3d at 73 (quoting Members of City Council of City of L.A. v. Taxpayers for Vincent, 466 U.S. 789, 810, 104 S.Ct."
463,"The emphasized clause is referred to as the “residual clause,” and in Johnson 2015 the Supreme Court held that the residual clause “denies fair notice to defendants and invites arbitrary enforcement by judges,” and, therefore, violates the due process clause of the Constitution.","The emphasized clause is referred to as the ""residual clause."" The Supreme Court (in Johnson 2015) held that the residual clause does not allow fair notice to the defendants and results in arbitrary enforcement by judges. Accordingly, this clause violates the due process clause of the Constitution."
464,"Sony attached the images with its message “User’s current photo downloads included the following: .... ” Without use of a filter like a hash value system, no one at Sony could have known about Susan_14’s photos unless someone actually had “use[d] human eyes” to review them.","Sony attached the images with its message “User’s present photo downloads included the following: .... ” Without use of a filter like a numeric value system, no one at Sony could have known about Susan_14’s photos unless someone actually had “use[d] human eyes” to review them."
465,"The court saw “no way for the government to obtain a meaningful share in an entireties property without forfeiting some part of the innocent spouse’s interest, as long as the spouses remain married to each other and do nothing to terminate the entireties estate.”",The court held that there is no way for the government to obtain a meaningful share in a joint property of spouses without infringing the interests of the innocent spouse as long as the spouses remain married and do nothing to terminate the joint ownership.
466,"The bankruptcy court granted summary judgment in favor of NBI, holding that White was estopped from re-litigating whether he committed fraud against NBI, and on November 9, 2011, entered judgment in favor of NBI and against White in the amount of $378,486.17.","The inability to pay debts court decided summary ruling in favor of NBI, deciding that White was prevented from bringing the matter before the court again whether he committed fraud against NBI, and on November 9, 2011, entered ruling in favor of NBI and against White in the amount of $378,486.17."
467,"However, the DOC admits that it is unfamiliar with the billing practices of most Minnesota shops and reached this conclusion primarily based on representations from Reid, Rosar, Schmultz, and a few others affiliated with Minnesota’s auto-glass industry.","However, the DOC confesses that it is unfamiliar with the billing practices of most Minnesota shops and reached this result mainly based on representations from Reid, Rosar, Schmultz, and a few others linked with Minnesota’s auto-glass industry."
468,"Accordingly, to be entitled to equitable tolling, Ms. Cheeo must have exercised due diligence between July 6, 2011 — the date of the Board decision — and October 6, 2011 — the date on which the Board decision was resent to her at her new address.","Accordingly, to have the right to pause the statutory limitations period after it has begun, Ms. Cheeo must have exercised careful examination between July 6, 2011 — the date of the Board decision — and October 6, 2011 — the date on which the Board decision was resent to her at her new address."
469,"Over the course of almost one year, [the Plaintiff] did receive[] $108,500.00, possibly from the $424,233.00 which is unaccounted for; however, it is unclear whether the $108,500.00 came from one of the Trust Enterprise accounts, Defendant Birch’s IOLTA account, or an unknown account.”","For almost one year, [the Claimant] did receive $108,500.00, possibly from the $424,233.00 which is (lost or) unpaid, without explanation; however, it is unclear whether the $108,500.00 came from one of the Trust Enterprise accounts, Defendant Birch’s IOLTA account, or an unknown account.”"
470,"The District Court found that the plaintiffs’ overtime claim was factually inadequate, on the ground that, “[t]he abundance of allegations notwithstanding,” the plaintiffs “failed to allege a single specific instance in which a named Plaintiff worked overtime and was not compensated for this time.” App.","The District Court found that the claimants’ extra time claim was factually insufficient, on the basis that, “[t]he abundance of claims aside,” the claimants “failed to claim a single specific instance in which a named Claimant worked extra time and was not paid for this time.”"
471,"Haddad alleges that Midland Funding “is engaged in the business of a collection agency, using the mails and telephone to collect consumer debts originally owed to others,” is licensed as á collection agency by the State of Illinois, and’“regularly collects or attempts to collect defaulted consumer debts.” Doc.","Haddad claims that Midland Funding “is occupied with the business of a collection agency, using the mails and telephone to collect consumer debts originally owed to others,” is licensed as á collection agency by the State of Illinois, and’ “regularly collects or attempts to collect consumer debts that are failed to pay.”"
472,"Accordingly, intertextually, these examples of the legislature’s multiple other uses of the disputed phrase and ones similar to it in other versions of the statute and the very enactment applicable here, convince us that it uses the phrase to mean the interpretation urged by Defendants, rather than by Plaintiff.","Accordingly, intertextually, these examples of the parliament's multiple other uses of the debated phrase and ones similar to it in other versions of the (formally approved and written) law and the very act of making the law applicable here, convince us that it uses the phrase to mean the interpretation insisted by Respondents, rather than by Claimant."
473,"The court cannot conclude, without additional facts, whether Benedetto’s arrest was either “a basic assumption on which the contract was made” or “foreseeable.” Thus, Delta may not use the doctrine of impossibility to defeat Benedetto’s breach of contract claim at this stage of the litigation with the facts as pleaded.","The court cannot determine, without additional facts, whether Benedetto’s arrest was either “a basic assumption on which the agreement was made” or “predictable.” Thus, Delta may not use the principle of impossibility to defeat Benedetto’s violation of agreement claim at this stage of the lawsuit with the facts as defended."
474,"Therefore, the references in the minutes to “retention” and “maintaining the status quo” relied on by plaintiffs need not be definitively construed by the Committee as indicating an intent to provide the enhanced benefits to employees whose entities were sold but who continued working for the purchasing employer.","Therefore, the references in the notes to “detention” and “maintaining the existing situation” relied on by claimants need not be absolutely interpreted by the Committee as implying a purpose to provide the improved advantages to employees whose entities were sold but who continued working for the purchasing employer."
475,"Defendant notes that the Department of Justice publieally has taken the position for almost 20 years that the highest willfulness standard applies to campaign-finance violations, as indicated in both its manual published soon after Cheek and Ratzlaf but before Bryan and by its manual published almost 10 years after Bryan.","Respondent notes that the Department of Justice openly has taken the position for almost 20 years that the highest determination standard applies to campaign-finance violations, as indicated in both its manual published soon after Cheek and Ratzlaf but before Bryan and by its manual published almost 10 years after Bryan."
476,"Even though he asks for rescission of the note and mortgage in his Complaint, Plaintiff argues that “[determining whether Blake properly rescinded the promissory note does not require the Court to exercise jurisdiction over the property to grant judgment, nor does it result in the Court awarding possession of the property to any party.” (Pl.’s Memo.","Even though he asks for cancellation of the note and mortgage in his Complaint, the Claimant argues that “[deciding whether Blake accurately canceled the promissory note does not require the Court to exercise authority over the property to decide, nor does it result in the Court giving ownership of the property to any party.”"
477,"The contracting officer endeavors to select the approach that will provide the best overall value to the Government, understanding that the “relative importance of cost .of price may vary.” Id, For example, when “the requirement is clearly definable and the risk of unsuccessful contract performance is minimal, cost or price may play a dominant role in source selection.”","The agreement officer attempts to select the method that will provide the best general value to the Government, understanding that the “relative importance of cost of price may change.” Id, For example, when “the necessity is clearly definable and the risk of unsuccessful agreement performance is minimal, cost or price may play a main role in source selection.”"
478,"First, the court must “tak[e] note of the elements a plaintiff must plead to state a claim.” Second, the court should identify allegations that, “because they are no more than conclusions, are not entitled to the assumption of truth.” Finally, “where there are well-pleaded factual allegations, a court should assume their veracity and then determine whether they plausibly give rise to an entitlement for relief.”","First, the court must “tak[e] note of the elements a claimant must request to tell a claim.” Second, the court should find claims that, “because they are no more than conclusions, are not authorized to the assumption of truth.” Finally, “where there are well-defended factual claims, a court should accept their truth and then decide whether they possibly give rise to a right to relief.”"
479,"He alleged three federal claims: (1) that the defendants, acting individually, jointly, and in conspiracy, deprived Beaman of a fair trial by withholding material exculpatory evidence in violation of Brady (individual liability); (2) that the defendants conspired to deprive Beaman of material exculpatory evidence (conspiracy liability); and (3) that the defendants failed to intervene in preventing the violation of his rights (failure to intervene liability).","He claimed three federal claims: (1) that the respondents, acting individually, together, and in secret planning with other people, deprived Beaman of a fair trial by keeping material justifying evidence in violation of Brady (individual responsibility); (2) that the respondents secretly planned with other people to keep Beaman of material justifying evidence (secret agreement responsibility); and (3) that the respondents failed to interfere in preventing the violation of his rights (failure to interfere responsibility)."
480,"Plaintiffs further allege that notwithstanding the termination of their license agreements, Daewoo and its owner, Ro, continued to rent and even sell infringing and pirated copies of plaintiffs’ works, which were obtained via Internet downloads and unauthorized personal copying, and/or from defendant Korean Korner, Inc. (“Korean Korner”) and defendant Sun Yop Yoo (“Yoo”), the former owner of a now-defunct video store by the name of Ann Bang Video.","Claimants further claim that despite the ending of their license agreements, Daewoo and its owner, Ro, continued to rent and even sell violating and pirated copies of claimants’ works, which were obtained by Internet downloads and unauthorized personal copying, and/or from respondent Korean Korner, Inc. (“Korean Korner”) and respondent Sun Yop Yoo (“Yoo”), the former owner of a no longer working video store by the name of Ann Bang Video."
481,Darren L. DeFlanders (“DeFlanders”) appeals from the decisions of the United States Court of' Appeals for Veterans Claims (“Veterans Court”) affirming the decisions of the Board of Veterans’ Appeals (“the Board”): (i) finding that De-Flanders had not submitted new and material evidence sufficient to reopen claims for service-connected disability compensation for a left knee disability and spots on the lungs; (ii) denying compensation for spots on the brain; and (iii) denying a disability rating in excess of 10% for non-cardiac chest pain.,Darren L. DeFlanders (“DeFlanders”) applies from the decisions of the United States Court of' Appeals for Veterans Claims (“Veterans Court”) which approved the decisions of the Board of Veterans’ Appeals (“the Board”). It found that De-Flanders had not provided new and material evidence sufficient to reopen claims for service-connected disability compensation for a left knee disability and spots on the lungs; it rejected compensation for spots on the brain; and a disability rating in excess of 10% for non-cardiac chest pain.
482,"Succinctly stated, the Secretary’s contention that § 4.85(a) requires the effective date for an increased disability claim to be set in accordance with the date a Maryland CNC test is administered not only adds words to the regulation that are not there, but it also conflicts with the plain meaning of section 5110(b)(3), which requires the effective date of an award of increased compensation to be “the earliest date as of which it is ascertainable that an increase in disability had occurred.” 38 U.S.C.","Briefly, the Secretary argues that § 4.85(a) requires the effective date for an increased disability claim to be set in accordance with the date a Maryland CNC test is administered adds words to the regulation that are not clearly included. The Secretary also argues that it also conflicts with the simple meaning of section 5110(b)(3), which requires the effective date of an award of increased compensation to be “the earliest date as of which it is ascertainable that an increase in disability had occurred.” 38 U.S.C."
483,"Given the holding in Koloms, the question remaining for the Court, then, is whether the underlying suits are like the furnace leak in Koloms, namely, the type of isolated, run-of-the-mill result from day-to-day operations and properly covered, or whether they arise from “traditional environmental pollution.” Though it may be more art than science to determine when the isolated consequences of normal business operations end and “traditional environmental pollution” begins, the instant case falls cleanly within the definition.","Given the decision in Koloms, the unanswered question for the Court is hether the underlying suits are like the furnace leak in Koloms, namely, the type of isolated, run-of-the-mill result from day-to-day operations and properly covered, or whether they arise from “traditional environmental pollution.” Though it may be more art than science to determine when the isolated consequences of normal business operations end and “traditional environmental pollution” begins, the instant case is covered within the definition."
484,Works Co. are: (1) the defendant's good faith effort to comply with the statute: (2) the defendant's degree of culpability; (3) the defendant’s histoiy of previous violations; (4) the nature of the public interest in ensuring compliance with the regulations involved; (5) the nature and circumstances of the violation at issue; (6) the gravity of the violation; (7) the defendant’s ability to pay; (8) the appropriateness of the size of the penalty to the defendant’s business and the effect of a penalty on the defendant’s ability to continue doing business; (9) that the penalty not otherwise be shocking to the conscious of the court; (10) the economic benefit gained by the defendant through the violation; (11) the degree of harm to the public; (12) the value of vindicating the agency authority; (13) whether the party sought to be protected by the statute had been adequately compensated for the harm; and (14) such other matters as justice may require.,Works Co. are: (1) the defendant's good faith effort to act in accordance with the statute: (2) the defendant's degree of culpability; (3) the defendant’s previous violations; (4) the nature of the public interest to ensure compliance with the regulations involved; (5) the nature and circumstances of the violation at issue; (6) the gravity of the violation; (7) the defendant’s ability to pay; (8) the appropriateness of the size of the penalty to the defendant’s business and the effect of a penalty on the defendant’s ability to continue doing business; (9) that the penalty not otherwise be shocking to the conscious of the court; (10) the economic benefit gained by the defendant through the violation; (11) the degree of harm to the public; (12) the value of vindicating the agency authority; (13) whether the party sought to be protected by the statute had been adequately compensated for the harm; and (14) such other matters as justice may require.
485,"In his claim for negligence, Plaintiff alleges that Defendant NDI’s potentially negligent conduct includes: (1) failing to ensure a proper chain of custody of the subject specimen; (2) failing to communicate with Plaintiff and the testing facilities any and all factors which could or did affect the testing; (3) failing to take into account and eliminate any and all factors which may improperly influence the tests; (4) failing to prevent testing results of and/or reporting of a “false-positive”; (5) failing to pre-test interview Plaintiff to rule out abnormalities which could and/or did influence the tests; (5) failing to maintain and/or cause to be maintained appropriate quality-control testing and/or reporting mechanisms and/or protocols; (6) failing to comply with governing procedures, regulations, protocols, and/or laws concerning reporting and/or testing; and (7) failing to monitor and/or control others’ compliance.","In his claim for negligence, Claimant alleges that Respondent NDI’s potentially negligent conduct includes: (1) failing to ensure a proper documentation of transfer of the subject material; (2) failing to communicate with Claimant and the testing facilities any and all factors which could or did affect the testing; (3) failing to take into account and eliminate any and all factors which may improperly influence the tests; (4) failing to prevent testing results of and/or reporting of a “false-positive”; (5) failing to pre-test interview Claimant to rule out abnormalities which could and/or did influence the tests; (5) failing to maintain and/or cause to be maintained appropriate quality-control testing and/or reporting mechanisms and/or protocols; (6) failing to comply with governing procedures, regulations, protocols, and/or laws concerning reporting and/or testing; and (7) failing to monitor and/or control others’ compliance."
486,"For instance, the Two Left Feet treatment supplements the real amateur competitors with a few “goofballs” for “comic relief of course,” and “a few ringers to make the other guys envious and competitive.” Likewise, the treatment describes one host as an “ex law enforcement officer, federal agent, with a masters degree in Social Work,” who would use this background to “manipulate” the other host, a “biochemist with a cool analytical nature, yet a vicious temper,” and who would focus on analyzing competitors using various scientific parameters, such as “bodyfat” and other statistics.","For example, the Two Left Feet treatment supplements the real amateur competitors with a few “goofballs” for “comic relief of course,” and “a few ringers to make the other guys envious and competitive.” Similarly the treatment describes one host as an “ex law enforcement officer, federal agent, with a masters degree in Social Work,” who would use this background to “manipulate” the other host, a “biochemist with a cool analytical nature, yet a vicious temper,” and who would focus on analyzing competitors using various scientific parameters, such as “bodyfat” and other statistics."
487,"Judge Gordon Graham signed an order appointing Defendants McQueen and Tonigan as special state’s attorneys to investigate and prosecute individuals for using their official position in the SAO to give benefits in criminal prosecutions to friends, relatives, and supporters.","Judge Gordon Graham issued an order and appointed Defendants McQueen and Tonigan as special state's attorneys. They were asked to investigate and prosecute indiduals who use their official position in the SAO to give benefits in criminal prosecutions to friends, relatives, and supporters."
488,"At the time, the state-sponsored terrorism exception did not provide an independent cause of action, but instead acted “as a ‘pass-through’ to substantive causes of action against private individuals that ... may exist in federal, state or international law.”","At the time, the state-sponsored terrorism exception did not provide an independent cause of action. However it acted “as a ‘pass-through’ to substantive causes of action against private individuals that ... may exist in federal, state or international law.”"
489,"The claim is based on conduct that occurred before 2004, so in order for the Kansas Securities Act to apply, the case must have been instituted within that statute’s limitations period, or by July 1, 2010, five years after the effective date of the Uniform Act.","The claim is based on an act that occurred before 2004. Therefore Kansas Securities Act can apply if the action is taken within that statute’s limitations period, or by July 1, 2010, five years after the effective date of the Uniform Act."
490,"To unravel the plot against him, Mr. Blaney requested that the Veterans Court convene' a special investigating committee, enter summary judgment on his claims, and issue an order that would enable Mr. Blaney to sue the Veterans Court and the VA.","To resolve the conspiracy against him, Mr. Blaney had few requests. He requested establishment of a special investigating commitee by the Veterans Court, a summary judgment on his claims, and an order that would allow him to sue the Veterans Court and the VA."
491,"The District Court held a suppression hearing and heard testimony from one witness for the Government — Officer Hough — and five witnesses for the defense — Ismail, Delaine, Siddiqah, Tazke-yah, and Richard Thomas, III, a friend of Mallory’s.","The District Court held a suppression hearing. It asked testimony from one witness for the Government — Officer Hough, five witnesses for the defense — Ismail, Delaine, Siddiqah, Tazke-yah, and Richard Thomas, III who is a friend of Mallory’s."
492,"Although it is generally the case that “when an expert relies on the opinion of another, such reliance goes to the weight, not to the admissibility of the expert’s opinion,” Ferrara & DiMercurio v. St. Paul Mercury Ins.","The general acceptance is that when an expert relies on the opinion of another, such reliances goes to the weight. However this has got no effect on the expert's opinion, Ferrara & DiMercurio v. St. Paul Mercury Ins."
493,"“Under Twombly’s construction of Rule 8 [a plaintiffs] complaint [must] ‘nudge[ ] [any] claims’ ... ‘across the line from conceivable to plausible.’ Ibid.” Iqbal, 556 U.S. at 680, 129 S.Ct.","Twombly interprets Rule 8 as that a plaintiff's complaint must push any claims from conceivable to plausible. Ibid. Iqbal, 556 U.S. at 680, 129 S.Ct."
494,"To do this, “a plaintiff may show that the employer’s explanation is “unworthy of - credence ... because it has no basis in fact.” Torgerson v. City of Rochester, 643 F.3d 1031, 1047 (8th Cir.","In doing this, a plaintiff may prove that the employer’s explanation is not reliable because it has no basis in fact.” Torgerson v. City of Rochester, 643 F.3d 1031, 1047 (8th Cir."
495,"He testified that he did not understand courtroom procedures, or phrases such as “constitutional right,” “consult with attorney,” “inference,” or “degree” — all terms that were used by the trial judge in colloquies with Newman.","He testified that he did not understand courtroom procedures or phrases such as “constitutional right,” “consult with attorney,” “inference,” or “degree” which were sed by the trial judge in colloquies with Newman."
496,"The legal sufficiency of each.claim asserted against the defendant, a foreign embassy, which is presumptively immune from suit under the' doctrine of foreign sovereign immunity,'see Foreign Sovereign Immunities Act (“FSIA""), 28 U.S.C.","The legal sufficiency of each.claim asserted against the defendant. Since the defandant is a foreign embassy, it is presumptively immune from suit under the' doctrine of foreign sovereign immunity,'see Foreign Sovereign Immunities Act (“FSIA""), 28 U.S.C."
497,"One statement was that alcohol dependence can “develop[] to a point where it is irreversible without professional help” and “[a]t such time, the person by himself, may lack the capacity to avoid the continued use of alcohol.” Amicus App.","One statement was that alcohol dependence can “develop[] to a point where it is irreversible without professional help”. It was also stated that “[a]t such time, the person by himself, may ot have the capacity to avoid the continued use of alcohol.” Amicus App."
498,"Similarly, in American Power & Light, the Court upheld a delegation to the SEC to take such actions as necessary to prevent companies from “unfairly or inequitably distributing] voting power among security holders.” 329 U.S. at 104-05, 67 S.Ct.","The court had a similar ruling in American Power & Light. It upheld a delegation to the SEC to take such actions as necessary to prevent companies from “unfairly or inequitably distributing] voting power among security holders.” 329 U.S. at 104-05, 67 S.Ct."
499,"The Board did not err in finding that “[t]he elapsed time between VA’s receipt of notice in January 2009 and its response in September 2009 does not change the fact the [v]eteran had knowledge, nor does it mitigate his responsibility.” R. at 9.","The Board was right when it found that “[t]he time lapsed between VA’s receipt of notice in January 2009 and its response in September 2009 does not change the fact the [v]eteran had knowledge, nor does it lessen his responsibility.” R. at 9."
500,"The Goldmans contend that HALO has no viable fraud claim because it “undeniabl[y]” had “full knowledge of the loss of the Track Group.” Under Missouri law, a plaintiff must justifiably rely on a false statement to assert a claim of fraud.","The Goldmans held that HALO has no viable fraud claim because it “undeniabl[y]” had “full knowledge of the loss of the Track Group.” According to Under Missouri law, a plaintiff must rely on a false statement to justify a claim of fraud."
501,"Plaintiff testified that on nearly a monthly basis between January 2009 and December 2009, she was treated at the clinic because she could not breathe, and for “body ache; heart beating fast; I feel like I’m dying; kept coughing and spitting.","Claimant declared that on nearly a monthly basis between January 2009 and December 2009, she was treated at the clinic because she could not breathe, and for “body ache; heart beating fast; I feel like I’m dying; kept coughing and spitting."
502,"Whether a claim is subject to the Tucker Act depends on whether, “in whole or in part, it explicitly or ‘in essence’ seeks more than $10,000 in monetary relief from the federal government.” Kidwell v. Dep’t of Army, Bd.","Whether a claim is subject to the Tucker Act depends on whether, “in whole or in part, it clearly (or precisely) ‘in substance’ (or ‘substantially’) seeks more than $10,000 in financial aid from the federal government.” Kidwell v. Dep’t of Army."
503,"In their briefing, the parties refer to this Notice of Lapse as the May 23 Notice, but the Court will refer to it as the May 24 Notice because the Policy’s 61-day grace period began on the 24th when the notice was sent.","In their briefing, the parties refer to this Notice of Lapse as the May 23 bill, but the Court will refer to it as the May 24 bill because the Policy’s 61-day time period began on the 24th when the notice was sent."
504,"By letter dated June 5, 2007, Holzrichter responded to a question posed by a representative of WisDOT: “Isn’t joining the Union your choice?” He answered stating that he could not join a union because of economic, moral and ethical considerations.","By letter dated June 5, 2007, Holzrichter responded to a question asked by a representative of WisDOT: “Isn’t joining the Union your choice?” He answered stating that he could not join a union because of economic, moral and ethical considerations."
505,"As a result of this holding, we need not address whether section 5121 of title 38 could be inapplicable to FVECF claims for the additional reason that section 5121 may be preempted by ARRA section 1002(c), which governs the scope of FVECF survivor claims.","As a result of this ruling, we need not address whether section 5121 of title 38 could be inapplicable to FVECF claims. The reason is that section 5121 may be preempted by ARRA section 1002(c), which governs the scope of FVECF survivor claims."
506,"Mr. Lewis has alleged improprieties, related to tuition and fees, and he has alleged'that Full Sail charged him for courses that he did not take, but he has not provided any specifics concerning misrepresentations made by Full Sail or any other defendant.","Mr. Lewis has claimed misconducts, related to tuition and fees, and he has claimed'that Full Sail accused him for courses that he did not take, but he has not provided any specifics concerning false statements made by Full Sail or any other respondent."
507,"Although Wesolowski complains that he first requested dental treatment on October 1, 2001, and that he was not examined by a dentist until April 11, 2002, he fails to allege any factual basis whereby that delay can be attributed to one or more of the defendants.","Although Wesolowski complains that he first requested dental treatment on October 1, 2001, and that he was not examined by a dentist until April 11, 2002, he fails to claim/assert any factual basis. Therefore, that delay can be attributed to one or more of the respondents."
508,"Dr. Wood was also unable to devise a permanent accommodation that would have allowed Crider to fulfill her responsibilities with respect to site visits, conferences and other weekend events without at least some work or travel on Friday nights and Saturdays.","Dr. Wood was also unable to leave a permanent accommodation that would have allowed Crider to fulfill her responsibilities with respect to site visits, conferences and other weekend events without at least some work or travel on Friday nights and Saturdays."
509,The invention attempts to: (1) prevent bubble fluid or (2) air from flowing back through the tube; (3) hold sufficient bubble fluid so as not to limit the quality of the bubbles; and (4) prevent bubble fluid from dripping down the outside of the tube onto the user.,The invention attempts to: (1) prevent bubble fluid or (2) air from flowing back through the tube; (3) hold sufficient bubble fluid so as not to limit the quality of the bubbles; and (4) prevent bubble fluid from dripping down the outside of the tube onto the user.
510,"As a result, the RO assigned Mr. Delisle a 100 percent disability rating for the period from April 7, 2010 to May 31, 2011, and assigned a 60 percent rating, along with a total disability rating based on individual employability for the period following May 31, 2011.","As a result, the RO determined Mr. Delisle a 100 percent disability rating for the period from April 7, 2010 to May 31, 2011. In addition, the RO determined a 60 percent rating, along with a total disability rating based on individual employability for the period following May 31, 2011."
511,"For ease of reference, these other creditors shall be referred to collectively as the “Lender Group.” As their agent, Mittman engaged in extensive litigation with the Judgment Creditors over the right to receive approximately $841,000.00 due to the Debtor from Vonage.","For ease of reference, these other obligees shall be referred to collectively as the “Lender Group.” As their representative, Mittman engaged in extensive trial with the Judgment Creditors over the right to receive approximately $841,000.00 due to the Debtor from Vonage."
512,"Although the Board noted that DC 5280 was potentially applicable in light of Mr. Copeland’s diagnosis of hallux valgus, it determined that his hallux valgus was only “slight to moderate without surgical resection,” and so a separate disability rating was not warranted.","Although the Board noted that DC 5280 was potentially applicable in light of Mr. Copeland’s diagnosis of hallux valgus, it determined that his hallux valgus was only “slight to moderate without surgical removal,” and so a separate disability rating was not provided."
513,"The cases Regions offers in support of its argument do not examine this alleged requirement in any detail, but merely make a passing reference to being “charged for the call.” See Osorio v. State Farm Bank, F.S.B., 859 F.Supp.2d 1326, 1329 (S.D.Fla.2012); Knutson v.","The cases Regions offers in support of its argument do not examine this claimed requirement in any detail, but merely make a passing reference to being “charged for the call.” See Osorio v. State Farm Bank, F.S.B., 859 F.Supp.2d 1326, 1329 (S.D.Fla.2012); Knutson v."
514,"If not, analysis proceeds to step four, and the ALJ determines the claimant’s residual functional capacity (“RFC”), which is the ability to perform physical or metal work activities on a sustained basis, notwithstanding limitations for the collective impairments.","If not, analysis proceeds to step four, and the ALJ determines the claimant’s residual functional capacity (“RFC”), which is the ability to perform physical or metal work activities on a sustained basis, notwithstanding limitations for the collective degradation."
515,"Similarly, given the existence of similar designs in the market and Huitink’s use of established engineering standards, the fact that Huitink admits that he created his proposed alternative design solely for the purposes of this litigation (Huitink Dep.","Similarly, given the existence of similar designs in the market and Huitink’s use of established engineering standards, the fact that Huitink admits that he created his asserted alternative design solely for the purposes of this trial."
516,"After reviewing the relevant Ohio and federal statutes, he found that “abuse” is defined as “the willful infliction of injury, unreasonable confinement, intimidation or punishment with resulting physical harm, pain or mental anguish.”","After reviewing the relevant Ohio and federal regulations, he found that “abuse” is defined as “the willful infliction of injury, unreasonable restriction, threat or punishment with resulting physical harm, pain or mental anguish.”"
517,"In the exhibit, Plaintiffs provide factual allegations that MacIntyre was not paid for a total .of 76 hours of overtime between 2012 and 2014, and Sullivan was not paid overtime-for a total of 48 hours in 2013 and 2014.","In the exhibit, Plaintiffs provide factual allegations that MacIntyre was not paid for a total .of 76 hours of additional working hours between 2012 and 2014, and Sullivan was not paid additional working hours -for a total of 48 hours in 2013 and 2014."
518,"The Government argues that Mr. Haddad does not have standing to sue for the ’844 patent, because Mr. Haddad transferred all substantial rights in the ’844 patent to sole exclusive licensee Astornet, Gov’t Mot.","The Government argues that Mr. Haddad does not have the legal position to sue for the ’844 patent, because Mr. Haddad transferred all substantial rights in the ’844 patent to sole exclusive licensee Astornet, Gov’t Mot."
519,"The First Circuit has held that “retaliation claims are preserved so long as the retaliation is reasonably related to and grows out of the discrimination complained of to the agency.” Clockedile v. N.H. Dep’t of Corr., 245 F.3d 1, 6 (1st Cir.2001).","The First Circuit has ruled that “reprisal claims are preserved so long as the reprisal is reasonably related to and grows out of the discrimination complained of to the agency.” Clockedile v. N.H. Dep’t of Corr., 245 F.3d 1, 6 (1st Cir.2001)."
520,"In order to survive a motion to dismiss pursuant to Rule 12(b)(6) of the Federal Rules of Civil Procedure, a plaintiff must plead sufficient factual allegations “to state a claim to relief that is plausible on its face.” Twombly, 550 U.S. at 570, 127 S.Ct.","In order to survive a proposal to dismiss pursuant to Rule 12(b)(6) of the Federal Rules of Civil Procedure, a claimant must present sufficient factual claims “to state a claim to relief that is reasonable on its face.” Twombly, 550 U.S. at 570, 127 S.Ct."
521,"Generally, more weight is give[n] to the opinions of treating sources, even “controlling weight,” if they are well supported by medically acceptable clinical and laboratory diagnostic techniques and not inconsistent with other substantial evidence (20 CFR 416.927(d)2).","Generally, more weight is give[n] to the opinions of treating sources, even “controlling weight,” if they are well supported by medically acceptable clinical and laboratory diagnostic techniques and not inconsistent with other substantial evidence"
