id,src_legal,tgt_plain
457,"Inasmuch as the case now must go back to California, it occurs to me that the state courts there should have the opportunity to consider this very issue in light of the subsequent development in California law.","Since the case now must go back to California, it occurs to me that the state courts there should have the opportunity to consider this very issue in light of the subsequent development in California law."
458,"Inasmuch as the case is to be reversed and remanded, I would leave the door open for state court consideration of a narrow issue not presented to or decided by the California courts.","Since the case is to be reversed and sent back, I would leave the door open for state court consideration of a narrow issue not presented to or decided by the California courts."
459,"In sum, I would not necessarily foreclose California from pursuing this prosecution under section 415 as that provision has been interpreted by the Supreme Court of California.","In sum, I would not necessarily prevent California from pursuing this prosecution under section 415 as that provision has been interpreted by the Supreme Court of California."
460,"This, of course, is not inconsistent with the outcome indicated in the Court's opinion.","This, of course, is not inconsistent with the outcome indicated in the Court's opinion."
461,"Justice White, with whom THE CHIEF JUSTICE and Justice Black join.","Justice White, with whom THE CHIEF JUSTICE and Justice Black join."
462,I cannot agree that the First and Fourteenth Amendments compel the States to allow public displays of the word 'fuck' or 'Fuck the Draft' in every public place and under all circumstances.,I cannot agree that the First and Fourteenth Amendments require the States to allow public displays of the word 'fuck' or 'Fuck the Draft' in every public place and under all circumstances.
463,"Analysis of the merits need not, however, go beyond Cohen v. California.","Analysis of the merits need not, however, go beyond Cohen v. California."
464,That case involved the prosecution of one who publicly wore a jacket inscribed with the words 'Fuck the Draft.',That case involved the prosecution of one who publicly wore a jacket inscribed with the words 'Fuck the Draft.'
465,"The Court, recognizing that the wearing of a jacket bearing those words in the Los Angeles Courthouse could not be prohibited consistent with the First Amendment, noted that the State may prescribe reasonable 'time, place and manner' regulations.","The Court, recognizing that the wearing of a jacket bearing those words in the Los Angeles Courthouse could not be prohibited consistent with the First Amendment, noted that the State may prescribe reasonable 'time, place and manner' regulations."
466,But the Court did not suggest that the State must permit all speech in all places at all times.,But the Court did not suggest that the State must permit all speech in all places at all times.
467,"Here, however, the ordinance is not limited to time, place, and manner, nor can it be interpreted that way.","Here, however, the ordinance is not limited to time, place, and manner, nor can it be interpreted that way."
468,The ordinance as construed prohibits a class of speech and does so because of the content of the speech.,The ordinance as interpreted prohibits a class of speech and does so because of the content of the speech.
469,The facial challenge must therefore fail.,The facial challenge must therefore fail.
470,"Accordingly, I concur in the judgment of the Court.","Accordingly, I agree with the judgment of the Court."
471,"Moreover, the ordinance reaches only those fighting words that insult, or provoke violence, 'on the basis of race, color, creed, religion or gender.'","Moreover, the ordinance reaches only those fighting words that insult, or provoke violence, 'on the basis of race, color, creed, religion or gender.'"
472,"Displays containing abusive invective, no matter how vicious or severe, are permissible unless they are addressed to one of the specified disfavored topics.","Displays containing abusive language, no matter how vicious or severe, are permissible unless they are addressed to one of the specified disfavored topics."
473,"Those who wish to use 'fighting words' in connection with other ideas—to express hostility, for example, on the basis of political affiliation, union membership, or homosexuality—are not covered.","Those who wish to use 'fighting words' in connection with other ideas—to express hostility, for example, on the basis of political affiliation, union membership, or homosexuality—are not covered."
474,The First Amendment does not permit St. Paul to impose special prohibitions on those speakers who express views on disfavored subjects.,The First Amendment does not permit St. Paul to impose special prohibitions on those speakers who express views on disfavored subjects.
475,"In its practical operation, moreover, the ordinance goes even beyond mere content discrimination, to actual viewpoint discrimination.","In its practical operation, moreover, the ordinance goes even beyond mere content discrimination, to actual viewpoint discrimination."
476,"Displays containing some words—odious racial epithets, for example—would be prohibited to proponents of all views.","Displays containing some words—hateful racial insults, for example—would be prohibited to proponents of all views."
477,"But 'fighting words' that do not themselves invoke race, color, creed, religion, or gender—aspersions upon a person's mother, for example—would seemingly be usable ad libitum in the placards of those arguing in favor of racial, color, etc., tolerance and equality.","But 'fighting words' that do not themselves invoke race, color, creed, religion, or gender—insults upon a person's mother, for example—would seemingly be usable without limit in the placards of those arguing in favor of racial, color, etc., tolerance and equality."
478,"But one could hold up a sign saying, for example, that all 'anti-Catholic bigots' are misbegotten.","But one could hold up a sign saying, for example, that all 'anti-Catholic bigots' are illegitimate."
479,"St. Paul has no such authority to license one side of a debate to fight freestyle, while requiring the other to follow Marquis of Queensberry rules.","St. Paul has no such authority to license one side of a debate to fight freestyle, while requiring the other to follow Marquis of Queensberry rules."
480,"What we have here, it must be emphasized, is not a prohibition of fighting words that are directed at certain persons or groups (which would be facially valid if it met the requirements of the Equal Protection Clause).","What we have here, it must be emphasized, is not a prohibition of fighting words that are directed at certain persons or groups (which would be facially valid if it met the requirements of the Equal Protection Clause)."
481,"Rather, it is a prohibition of fighting words that contain (as the Minnesota Supreme Court repeatedly emphasized) messages of 'bias-motivated' hatred and in particular, as applied to this case, messages 'based on virulent notions of racial supremacy.'","Rather, it is a prohibition of fighting words that contain (as the Minnesota Supreme Court repeatedly emphasized) messages of 'bias-motivated' hatred and in particular, as applied to this case, messages 'based on extreme notions of racial supremacy.'"
482,"One must wholeheartedly agree with the Minnesota Supreme Court that '[i]t is the responsibility, even the obligation, of diverse communities to confront such notions in whatever form they appear,' but the manner of that confrontation cannot consist of selective limitations upon speech.","One must wholeheartedly agree with the Minnesota Supreme Court that '[i]t is the responsibility, even the obligation, of diverse communities to confront such notions in whatever form they appear,' but the manner of that confrontation cannot consist of selective limitations upon speech."
483,"St. Paul's brief asserts that a city council may prohibit only those 'hate speech' that causes 'significant harm,' which it describes as speech that 'incite[s] violence, disturbs the peace, or creates a hostile environment for particular individuals on account of their race, color, creed, religion or gender.'","St. Paul's brief asserts that a city council may prohibit only those 'hate speech' that causes 'significant harm,' which it describes as speech that 'incites violence, disturbs the peace, or creates a hostile environment for particular individuals on account of their race, color, creed, religion or gender.'"
484,"It will not do to say that the ordinance would be narrowly drawn if it applied only to 'hate speech,' since hate speech is precisely what the ordinance is aimed at.","It will not do to say that the ordinance would be narrowly drawn if it applied only to 'hate speech,' since hate speech is precisely what the ordinance is aimed at."
485,The point of the First Amendment is that majority preferences must be expressed in some fashion other than silencing speech on the basis of its content.,The point of the First Amendment is that majority preferences must be expressed in some fashion other than silencing speech on the basis of its content.
486,"Despite the fact that the Minnesota Supreme Court and St. Paul acknowledge that the ordinance regulates expressive conduct on the basis of the content of the message conveyed, they nevertheless contend that the ordinance is a valid time, place, and manner restriction.","Despite the fact that the Minnesota Supreme Court and St. Paul acknowledge that the ordinance regulates expressive conduct on the basis of the content of the message conveyed, they nevertheless claim that the ordinance is a valid time, place, and manner restriction."
487,"The dispositive question in this case, therefore, is whether content discrimination is reasonably necessary to achieve St. Paul's compelling interests; it plainly is not.","The decisive question in this case, therefore, is whether content discrimination is reasonably necessary to achieve St. Paul's compelling interests; it plainly is not."
488,"An ordinance not limited to the favored topics, for example, would have precisely the same beneficial effect.","An ordinance not limited to the favored topics, for example, would have precisely the same beneficial effect."
489,In fact the only interest distinctively served by the content limitation is that of displaying the city council's special hostility towards the particular biases thus singled out.,In fact the only interest distinctively served by the content limitation is that of displaying the city council's special hostility towards the particular biases thus singled out.
490,That is precisely what the First Amendment forbids.,That is precisely what the First Amendment forbids.
491,The politicians of St. Paul are entitled to express that hostility—but not through the means of imposing unique limitations upon speakers who (however benightedly) disagree.,The politicians of St. Paul are entitled to express that hostility—but not through the means of imposing unique limitations upon speakers who (however mistakenly) disagree.
492,Let there be no mistake about our holding.,Let there be no mistake about our holding.
493,We hold that the ordinance facially violates the First Amendment.,We hold that the ordinance facially violates the First Amendment.
494,Let there be no mistake about our belief that burning a cross in someone's front yard is reprehensible.,Let there be no mistake about our belief that burning a cross in someone's front yard is reprehensible.
495,But St. Paul has sufficient means at its disposal to prevent such behavior without adding the First Amendment to the fire.,But St. Paul has sufficient means at its disposal to prevent such behavior without adding the First Amendment to the fire.
496,"The judgment of the Minnesota Supreme Court is reversed, and the case is remanded for proceedings not inconsistent with this opinion.","The judgment of the Minnesota Supreme Court is reversed, and the case is sent back for proceedings not inconsistent with this opinion."
497,"Justice White, with whom Justice Blackmun and Justice O'Connor join, and with whom Justice Stevens joins except as to Part I(A), concurring in the judgment.","Justice White, with whom Justice Blackmun and Justice O'Connor join, and with whom Justice Stevens joins except as to Part I(A), agreeing with the judgment."
498,I agree with the majority that the judgment of the Minnesota Supreme Court should be reversed.,I agree with the majority that the judgment of the Minnesota Supreme Court should be reversed.
499,"However, our agreement ends there.","However, our agreement ends there."
500,"This case could easily be decided within the contours of established First Amendment law by holding, as petitioner argues, that the St. Paul ordinance is fatally overbroad because it criminalizes not only unprotected expression but expression protected by the First Amendment.","This case could easily be decided within the boundaries of established First Amendment law by holding, as the petitioner argues, that the St. Paul ordinance is fatally overbroad because it criminalizes not only unprotected expression but expression protected by the First Amendment."
501,Instead the Court holds the ordinance facially unconstitutional on a ground that was never presented to the Minnesota Supreme Court.,Instead the Court holds the ordinance facially unconstitutional on a ground that was never presented to the Minnesota Supreme Court.
502,This ground requires serious departures from the teaching of prior cases and is inconsistent with the plurality opinion in Burson v. Freeman.,This ground requires serious departures from the teaching of prior cases and is inconsistent with the plurality opinion in Burson v. Freeman.
503,This Court ordinarily is not so eager to abandon its precedents.,This Court ordinarily is not so eager to abandon its precedents.
504,"Twice within the past month, the Court has declined to overturn longstanding but controversial decisions on questions of constitutional law.","Twice within the past month, the Court has declined to overturn longstanding but controversial decisions on questions of constitutional law."
505,"In each case, we had the benefit of full briefing on the critical issue.","In each case, we had the benefit of full briefing on the critical issue."
506,"And in each case, the Court declined to abandon its precedents.","And in each case, the Court declined to abandon its precedents."
507,"But in the present case, the majority casts aside long-established First Amendment doctrine without the benefit of briefing.","But in the present case, the majority casts aside long-established First Amendment doctrine without the benefit of briefing."
508,This is hardly a judicious way of proceeding.,This is hardly a wise way of proceeding.
509,The Court's reasoning in reaching its result is transparently wrong.,The Court's reasoning in reaching its result is obviously wrong.
510,This Court's decisions have plainly stated that expression falling within certain limited categories so lacks the values the First Amendment was designed to protect that the Constitution affords no protection to that expression.,This Court's decisions have clearly stated that expression falling within certain limited categories so lacks the values the First Amendment was designed to protect that the Constitution affords no protection to that expression.
511,"There are certain well-defined and narrowly limited classes of speech, the prevention and punishment of which have never been thought to raise any Constitutional problem.","There are certain well-defined and narrowly limited classes of speech, the prevention and punishment of which have never been thought to raise any Constitutional problem."
512,"These include the lewd and obscene, the profane, the libelous, and the insulting or 'fighting' words—those which by their very utterance inflict injury or tend to incite an immediate breach of the peace.","These include the lewd and obscene, the profane, the libelous, and the insulting or 'fighting' words—those which by their very utterance inflict injury or tend to incite an immediate breach of the peace."
513,"Thus, as the majority concedes, this Court has long held certain discrete categories of expression to be proscribable on the basis of their content.","Thus, as the majority admits, this Court has long held certain separate categories of expression to be prohibitable on the basis of their content."
514,"For instance, the Court has held that the individual who falsely shouts 'fire' in a crowded theatre may not claim the protection of the First Amendment.","For instance, the Court has held that the individual who falsely shouts 'fire' in a crowded theatre may not claim the protection of the First Amendment."
515,"The Court has concluded that neither child pornography, nor obscenity, is protected by the First Amendment.","The Court has concluded that neither child pornography, nor obscenity, is protected by the First Amendment."
516,"And the Court has observed that, 'leaving aside the special considerations when public officials and public figures are the target, a libelous publication is not protected by the Constitution.'","And the Court has observed that, 'leaving aside the special considerations when public officials and public figures are the target, a libelous publication is not protected by the Constitution.'"
517,"All of this is saying, in effect, that certain categories of speech may be prohibited outright because their content is constitutionally proscribable.","All of this is saying, in effect, that certain categories of speech may be prohibited outright because their content is constitutionally prohibitable."
518,But the Court has held that First Amendment does not apply to them because their expressive content is worthless or of de minimis value to society.,But the Court has held that First Amendment does not apply to them because their expressive content is worthless or of minimal value to society.
519,"Today, however, the Court announces that earlier Courts did not mean their repeated statements that certain categories of expression are 'not within the area of constitutionally protected speech.'","Today, however, the Court announces that earlier Courts did not mean their repeated statements that certain categories of expression are 'not within the area of constitutionally protected speech.'"
520,The Court submits that such clear statements 'must be taken in context' and are not 'literally true.',The Court submits that such clear statements 'must be taken in context' and are not 'literally true.'
521,"To the contrary, those statements meant precisely what they said.","To the contrary, those statements meant precisely what they said."
522,The categorical approach is a firmly entrenched part of our First Amendment jurisprudence.,The categorical approach is a firmly established part of our First Amendment legal philosophy.
523,"Indeed, the Court reviewed the guarantees of freedom of expression in effect at the time of the ratification of the Constitution.","Indeed, the Court reviewed the guarantees of freedom of expression in effect at the time of the ratification of the Constitution."
524,"In light of this history, it is apparent that the unconditional phrasing of the First Amendment was not intended to protect every utterance.","In light of this history, it is apparent that the unconditional phrasing of the First Amendment was not intended to protect every utterance."
525,"Nevertheless, the majority holds that the First Amendment protects those narrow categories of expression long held to be undeserving of First Amendment protection.","Nevertheless, the majority holds that the First Amendment protects those narrow categories of expression long held to be undeserving of First Amendment protection."
526,At least to the extent that lawmakers may not regulate some fighting words more strictly than others because of their content.,At least to the extent that lawmakers may not regulate some fighting words more strictly than others because of their content.
527,The Court announces that such content-based distinctions violate the First Amendment.,The Court announces that such content-based distinctions violate the First Amendment.
528,Because 'the government may not regulate use based on hostility—or favoritism—towards the underlying message expressed.',Because 'the government may not regulate use based on hostility—or favoritism—towards the underlying message expressed.'
529,"Should the government want to criminalize certain fighting words, the Court now requires it to criminalize all fighting words.","Should the government want to criminalize certain fighting words, the Court now requires it to criminalize all fighting words."
530,"Such a simplistic, all-or-nothing-at-all approach to First Amendment protection is at odds with common sense.","Such a simplistic, all-or-nothing-at-all approach to First Amendment protection is at odds with common sense."
531,It is inconsistent to hold that the government may proscribe an entire category of speech because the content of that speech is evil.,It is inconsistent to hold that the government may prohibit an entire category of speech because the content of that speech is evil.
532,But that the government may not treat a subset of that category differently without violating the First Amendment.,But that the government may not treat a subset of that category differently without violating the First Amendment.
533,The content of the subset is by definition worthless and undeserving of constitutional protection.,The content of the subset is by definition worthless and undeserving of constitutional protection.
534,There is simply no sensible basis for considering this regulation a viewpoint restriction.,There is simply no sensible basis for considering this regulation a viewpoint restriction.
535,Because it applies equally to station owners of all shades of opinion.,Because it applies equally to station owners of all shades of opinion.
536,"Held: Absent a more particularized and compelling reason for its actions, the State may not make the simple public display of this single four-letter expletive a criminal offense.","Held: Absent a more specific and compelling reason for its actions, the State may not make the simple public display of this single four-letter expletive a criminal offense."
537,This case may seem at first blush too inconsequential to find its way into our books.,This case may seem at first glance too unimportant to find its way into our books.
538,But the issue it presents is of no small constitutional significance.,But the issue it presents is of no small constitutional significance.
539,Appellant Paul Robert Cohen was convicted of violating California Penal Code section 415.,Appellant Paul Robert Cohen was convicted of violating California Penal Code section 415.
540,Which prohibits 'maliciously and willfully disturbing the peace or quiet of any neighborhood or person by offensive conduct.',Which prohibits 'maliciously and intentionally disturbing the peace or quiet of any neighborhood or person by offensive conduct.'
541,He was given 30 days' imprisonment.,He was given 30 days in jail.
542,The facts upon which his conviction rests are detailed in the opinion of the Court of Appeal of California.,The facts upon which his conviction rests are detailed in the opinion of the Court of Appeal of California.
543,The defendant was observed wearing a jacket bearing the words 'Fuck the Draft' which were plainly visible.,The defendant was observed wearing a jacket bearing the words 'Fuck the Draft' which were plainly visible.
544,The defendant testified that he wore the jacket as a means of informing the public of the depth of his feelings against the Vietnam War and the draft.,The defendant testified that he wore the jacket as a means of informing the public of the depth of his feelings against the Vietnam War and the draft.
545,The defendant did not make any loud or unusual noise.,The defendant did not make any loud or unusual noise.
546,Nor was there any evidence that he uttered any sound prior to his arrest.,Nor was there any evidence that he uttered any sound before his arrest.
547,The Court of Appeal held that 'offensive conduct' means 'behavior which has a tendency to provoke others to acts of violence.',The Court of Appeal held that 'offensive conduct' means 'behavior which has a tendency to provoke others to acts of violence.'
548,The State had proved this element because it was reasonably foreseeable that such conduct might cause others to commit a violent act.,The State had proved this element because it was reasonably foreseeable that such conduct might cause others to commit a violent act.
549,The California Supreme Court declined review by a divided vote.,The California Supreme Court declined review by a divided vote.
550,We brought the case here.,We brought the case here.
551,Cohen has consistently claimed that the statute infringed his rights to freedom of expression.,Cohen has consistently claimed that the statute violated his rights to freedom of expression.
552,Guaranteed by the First and Fourteenth Amendments of the Federal Constitution.,Guaranteed by the First and Fourteenth Amendments of the Federal Constitution.
553,That contention has been rejected by the highest California state court in which review could be had.,That claim has been rejected by the highest California state court in which review could be had.
554,"Accordingly, we are fully satisfied that Cohen has properly invoked our jurisdiction by this appeal.","Accordingly, we are fully satisfied that Cohen has properly invoked our jurisdiction by this appeal."
555,The conviction quite clearly rests upon the asserted offensiveness of the words Cohen used.,The conviction quite clearly rests upon the claimed offensiveness of the words Cohen used.
556,To convey his message to the public.,To convey his message to the public.
557,The only 'conduct' which the State sought to punish is the fact of communication.,The only 'conduct' which the State sought to punish is the fact of communication.
558,Cohen could not be punished for asserting the evident position on the inutility or immorality of the draft his jacket reflected.,Cohen could not be punished for asserting the evident position on the uselessness or immorality of the draft his jacket reflected.
559,Appellant's conviction rests squarely upon his exercise of the 'freedom of speech.',The appellant's conviction rests squarely upon his exercise of the 'freedom of speech.'
560,Protected from arbitrary governmental interference by the Constitution.,Protected from arbitrary governmental interference by the Constitution.
561,"This does not end the inquiry, of course.","This does not end the inquiry, of course."
562,For the First and Fourteenth Amendments have never been thought to give absolute protection to every individual.,For the First and Fourteenth Amendments have never been thought to give absolute protection to every individual.
563,To speak whenever or wherever he pleases.,To speak whenever or wherever he pleases.
564,Or to use any form of address in any circumstances that he chooses.,Or to use any form of address in any circumstances that he chooses.
565,"In the first place, Cohen was tried under a statute applicable throughout the entire State.","In the first place, Cohen was tried under a statute applicable throughout the entire State."
566,Any attempt to support this conviction must fail in the absence of any language in the statute.,Any attempt to support this conviction must fail in the absence of any language in the statute.
567,That would have put appellant on notice that certain kinds of otherwise permissible speech would not be tolerated in certain places.,That would have put the appellant on notice that certain kinds of otherwise permissible speech would not be tolerated in certain places.
568,This Court has held that the States are free to ban the use of 'fighting words.',This Court has held that the States are free to ban the use of 'fighting words.'
569,Those personally abusive epithets which are inherently likely to provoke violent reaction.,Those personally abusive insults which are inherently likely to provoke violent reaction.
570,No individual could reasonably have regarded the words on appellant's jacket as a direct personal insult.,No individual could reasonably have regarded the words on the appellant's jacket as a direct personal insult.
571,Nor do we have here an instance of the State's police power to prevent a speaker from intentionally provoking a given group.,Nor do we have here an instance of the State's police power to prevent a speaker from intentionally provoking a given group.
572,There is no showing that anyone who saw Cohen was in fact violently aroused.,There is no showing that anyone who saw Cohen was in fact violently aroused.
573,Or that appellant intended such a result.,Or that the appellant intended such a result.
574,Cohen's distasteful mode of expression was thrust upon unwilling or unsuspecting viewers.,Cohen's distasteful mode of expression was thrust upon unwilling or unsuspecting viewers.
575,The State might therefore legitimately act to protect the sensitive from otherwise unavoidable exposure.,The State might therefore legitimately act to protect the sensitive from otherwise unavoidable exposure.
576,While this Court has recognized that government may properly act in many situations to prohibit intrusion into the privacy of the home.,While this Court has recognized that government may properly act in many situations to prohibit intrusion into the privacy of the home.
577,The ability of government to shut off discourse solely to protect others from hearing it is dependent upon a showing that substantial privacy interests are being invaded.,The ability of government to shut off discourse solely to protect others from hearing it is dependent upon a showing that substantial privacy interests are being invaded.
578,In an essentially intolerable manner.,In an essentially intolerable manner.
579,Those in the Los Angeles courthouse could effectively avoid further bombardment of their sensibilities.,Those in the Los Angeles courthouse could effectively avoid further bombardment of their sensibilities.
580,Simply by averting their eyes.,Simply by looking away.
581,While one may have a more substantial privacy interest when walking through a courthouse corridor than when strolling through Central Park.,While one may have a more substantial privacy interest when walking through a courthouse corridor than when strolling through Central Park.
582,Surely it is nothing like the interest in being free from unwanted expression in the confines of one's own home.,Surely it is nothing like the interest in being free from unwanted expression in the confines of one's own home.
583,If Cohen's 'speech' was otherwise entitled to constitutional protection.,If Cohen's 'speech' was otherwise entitled to constitutional protection.
584,We do not think the fact that some unwilling 'listeners' may have been briefly exposed to it can serve to justify this conviction.,We do not think the fact that some unwilling 'listeners' may have been briefly exposed to it can serve to justify this conviction.
585,It is whether California can excise one particular scurrilous epithet from the public discourse.,It is whether California can remove one particular vulgar insult from the public discourse.
586,Either upon the theory that its use is inherently likely to cause violent reaction.,Either upon the theory that its use is inherently likely to cause violent reaction.
587,Or upon a more general assertion that the States may properly remove this offensive word from the public vocabulary.,Or upon a more general assertion that the States may properly remove this offensive word from the public vocabulary.
588,We have been shown no evidence that substantial numbers of citizens are standing ready to strike out physically.,We have been shown no evidence that substantial numbers of citizens are standing ready to strike out physically.
589,At whoever may assault their sensibilities with execrations like that uttered by Cohen.,At whoever may assault their sensibilities with curses like that uttered by Cohen.
590,There may be some persons with such lawless and violent proclivities.,There may be some persons with such lawless and violent tendencies.
591,But that is an insufficient base to erect a governmental power to force persons into avoiding particular forms of expression.,But that is an insufficient base to erect a governmental power to force persons into avoiding particular forms of expression.
592,The argument amounts to little more than the self-defeating proposition that the States may effectuate censorship themselves.,The argument amounts to little more than the self-defeating proposition that the States may accomplish censorship themselves.
593,To avoid physical censorship by a hypothetical coterie of the violent and lawless.,To avoid physical censorship by a hypothetical group of the violent and lawless.
594,It is not so obvious that the First and Fourteenth Amendments must be taken to disable the States from punishing public utterance of this unseemly expletive.,It is not so obvious that the First and Fourteenth Amendments must be taken to prevent the States from punishing public utterance of this unseemly expletive.
595,In order to maintain what they regard as a suitable level of discourse within the body politic.,In order to maintain what they regard as a suitable level of discourse within the body politic.
596,We cannot overemphasize that most situations where the State has a justifiable interest in regulating speech will fall within one or more of the various established exceptions.,We cannot overemphasize that most situations where the State has a justifiable interest in regulating speech will fall within one or more of the various established exceptions.
597,To the usual rule that governmental bodies may not prescribe the form or content of individual expression.,To the usual rule that governmental bodies may not prohibit the form or content of individual expression.
598,Equally important to our conclusion is the constitutional backdrop against which our decision must be made.,Equally important to our conclusion is the constitutional backdrop against which our decision must be made.
599,The constitutional right of free expression is powerful medicine in a society as diverse and populous as ours.,The constitutional right of free expression is powerful medicine in a society as diverse and populous as ours.
600,It is designed to remove governmental restraints from the arena of public discussion.,It is designed to remove governmental restraints from the arena of public discussion.
601,It is true that Judge Gurfein found that Congress had not made it a crime to publish the items and material specified in § 793(e).,It is true that Judge Gurfein found that Congress had not made it a crime to publish the items and material listed in § 793(e).
602,And that view has some support in the legislative history and conforms with the past practice of using the statute only to prosecute those charged with ordinary espionage.,And that view has some support in the legislative history and matches the past practice of using the law only to prosecute those charged with ordinary espionage.
603,"Judge Gurfein's view of the Statute is not, however, the only plausible construction that could be given.","Judge Gurfein's view of the law is not, however, the only reasonable interpretation that could be given."
604,"Even if it is determined that the Government could not in good faith bring criminal prosecutions against the New York Times and the Washington Post, it is clear that Congress has specifically rejected passing legislation that would have clearly given the President the power he seeks here and made the current activity of the newspapers unlawful.","Even if it is determined that the Government could not in good faith bring criminal charges against the New York Times and the Washington Post, it is clear that Congress has specifically rejected passing laws that would have clearly given the President the power he seeks here and made the current activity of the newspapers illegal."
605,When Congress specifically declines to make conduct unlawful it is not for this Court.,When Congress specifically refuses to make conduct illegal it is not for this Court.
606,On at least two occasions Congress has refused to enact legislation that would have made the conduct engaged in here unlawful and given the President the power that he seeks in this case.,On at least two occasions Congress has refused to pass laws that would have made the conduct engaged in here illegal and given the President the power that he seeks in this case.
607,"In 1917 during the debate over the original Espionage Act, still the basic provisions of § 793, Congress rejected a proposal to give the President in time of war or threat of war authority to directly prohibit by proclamation the publication of information relating to national defense that might be useful to the enemy.","In 1917 during the debate over the original Espionage Act, still the basic provisions of § 793, Congress rejected a proposal to give the President in time of war or threat of war authority to directly ban by proclamation the publication of information relating to national defense that might be useful to the enemy."
608,"'During any national emergency resulting from a war to which the United States is a party, or from threat of such a war, the President may, by proclamation, declare the existence of such emergency and, by proclamation, prohibit the publishing or communicating of, or the attempting to publish or communicate any information relating to the national defense which, in his judgment, is of such character that it is or might be useful to the enemy.","'During any national emergency resulting from a war to which the United States is a party, or from threat of such a war, the President may, by proclamation, declare the existence of such emergency and, by proclamation, ban the publishing or communicating of, or the attempting to publish or communicate any information relating to the national defense which, in his judgment, is of such character that it is or might be useful to the enemy."
609,"Whoever violates any such prohibition shall be punished by a fine of not more than $10,000 or by imprisonment for not more than 10 years, or both: Provided, that nothing in this section shall be construed to limit or restrict any discussion, comment, or criticism of the acts or policies of the Government or its representatives or the publication of the same.' 55 Cong.Rec. 1763.","Whoever violates any such ban shall be punished by a fine of not more than $10,000 or by jail for not more than 10 years, or both: Provided, that nothing in this section shall be understood to limit or restrict any discussion, comment, or criticism of the acts or policies of the Government or its representatives or the publication of the same.' 55 Cong.Rec. 1763."
610,The Executive Branch has not gone to Congress and requested that the decision to provide such power be reconsidered.,The Executive Branch has not gone to Congress and requested that the decision to provide such power be reviewed again.
611,"stead, the Executive Branch comes to this Court and asks that it be granted the power Congress refused to give.","Instead, the Executive Branch comes to this Court and asks that it be granted the power Congress refused to give."
612,"In 1957 the United States Commission on Government Security found that '(a) irplane journals, scientific periodicals, and even the daily newspaper have featured articles containing information and other data which should have been deleted in whole or in part for security reasons.' In response to this problem the Commission proposed that 'Congress enact legislation making it a crime for any person willfully to disclose without proper authorization, for any purpose whatever, information classified 'secret' or 'top secret,' knowing, or having reasonable grounds to believe, such information to have been so classified.' Report of Commission on Government Security 619—620 (1957).","In 1957 the United States Commission on Government Security found that 'airplane journals, scientific periodicals, and even the daily newspaper have featured articles containing information and other data which should have been deleted in whole or in part for security reasons.' In response to this problem the Commission proposed that 'Congress pass laws making it a crime for any person willfully to disclose without proper authorization, for any purpose whatever, information classified 'secret' or 'top secret,' knowing, or having reasonable grounds to believe, such information to have been so classified.' Report of Commission on Government Security 619—620 (1957)."
613,"Cotton championed on the floor had been enacted, the publication of the documents involved here would certainly have been a crime.","Cotton championed on the floor had been passed, the publication of the documents involved here would certainly have been a crime."
614,The Government is here asking this Court to remake that decision.,The Government is here asking this Court to change that decision.
615,"Either the Government has the power under statutory grant to use traditional criminal law to protect the country or, if there is no basis for arguing that Congress has made the activity a crime, it is plain that Congress has specifically refused to grant the authority the Government seeks from this Court.","Either the Government has the power under legal authority to use traditional criminal law to protect the country or, if there is no basis for arguing that Congress has made the activity a crime, it is plain that Congress has specifically refused to grant the authority the Government seeks from this Court."
616,In either case this Court does not have authority to grant the requested relief.,In either case this Court does not have authority to grant the requested remedy.
617,"It is not for this Court to fling itself into every breach perceived by some Government official nor is it for this Court to take on itself the burden of enacting law, especially a law that Congress has refused to pass.","It is not for this Court to throw itself into every problem seen by some Government official nor is it for this Court to take on itself the burden of passing law, especially a law that Congress has refused to pass."
618,I believe that the judgment of the United States Court of Appeals for the District of Columbia Circuit should.,I believe that the ruling of the United States Court of Appeals for the District of Columbia Circuit should.
619,be affirmed and the judgment of the United States Court of Appeals for the Second Circuit should be reversed insofar as it remands the case for further hearings.,be upheld and the ruling of the United States Court of Appeals for the Second Circuit should be reversed to the extent that it sends the case back for further hearings.
620,"So clear are the constitutional limitations on prior restraint against expression, that from the time of Near v.","So clear are the constitutional limits on prior restraint against expression, that from the time of Near v."
621,"There is, therefore, little variation among the members of the Court in terms of resistance to prior restraints against publication.","There is, therefore, little difference among the members of the Court in terms of resistance to prior restraints against publication."
622,"Adherence to this basic constitutional principle, however, does not make these cases simple ones.","Following this basic constitutional principle, however, does not make these cases simple ones."
623,"In these cases, the imperative of a free and unfettered press comes into collision with another imperative, the effective functioning of a complex modern government and specifically the effective exercise of certain constitutional powers of the Executive.","In these cases, the necessity of a free and unrestricted press comes into conflict with another necessity, the effective functioning of a complex modern government and specifically the effective exercise of certain constitutional powers of the Executive."
624,"Only those who view the First Amendment as an absolute in all circumstances—a view I respect, but reject—can find such cases as these to be simple or easy.","Only those who view the First Amendment as an absolute in all circumstances—a view I respect, but reject—can find such cases as these to be simple or easy."
