id,src_legal,tgt_plain,source
373,"In all, the development of the Plan entailed a process of shifting and re-shifting portions of the County from one district to another, reviewing the resdlt, and trying again.” The Commissioners deferred greatly to Brace in developing the remedial plans, and further deferred to Brace and their attorneys regarding the plans’ legality.",The development of the plan involved shifting and re-shifting portions of the county from one district to another. The commissioners relied heavily on Brace in developing the remedial plans and deferred to Brace and their attorneys regarding the plans’ legality.,real_lex_simple
374,"The quagmire of alternative definitions for assault on a female is further highlighted in the more recent cases arising out of the North Carolina appellate courts, which seem to recognize proof of either force or violence, particularly in cases where a battery based on force alone, even if only slight, provides the basis for the “assault” element of the crime.","The difficulty of alternative definitions for assault on a female is further highlighted in the more recent cases arising out of the North Carolina courts of appeals, which seem to recognize proof of either force or violence, particularly in cases where a battery based on force alone, even if only slight, provides the basis for the “assault” element of the crime.",real_lex_simple
375,"The Wisconsin Supreme Court concluded that chapter 980 did not require dismissal of Gilbert’s commitment petition because the chapter does not contain language allowing for dismissal in his circumstances, does not set a time period for execution of a commitment order, and provides that an individual may be simultaneously committed under chapter 980 and incarcerated at a DOC facility.",The Wisconsin Supreme Court said that chapter 980 did not require dismissal of Gilbert’s commitment bill because the chapter does not contain language allowing for rejection in his cases. It does not set a time period for execution of a commitment order. And it provides that an individual may be simultaneously done under chapter 980 and jailed at a DOC facility.,real_lex_simple
376,"Plaintiff Fraternal Order of Police Penn-Jersey Lodge 30 (“FOP”) brought this action against Defendant Delaware River Port Authority (“DRPA”) to move the Court for a mandatory injunction ordering the DRPA to submit to binding interest arbitration over the terms and conditions of employment for the patrol officers, corporals, and sergeants whom FOP represents and whom DRPA employs.","The Fraternal Order of Police Penn-Jersey Lodge 30 (“FOP”) sued the Delaware River Port Authority (“DRPA”) to order the DRPA to submit to binding interest arbitration over the terms and conditions of employment for the patrol officers, corporals, and sergeants whom FOP represents and whom DRPA employs.",real_lex_simple
377,"Third, because applications for second or successive petitions based on Johnson arguably must be filed before June 26, 2016 (we do not decide that question now), if the Supreme Court concludes in Welch that Johnson is retroactive, failing to hold the applications in abeyance could deprive petitioners of the benefit of Johnson’s ret-roactivity and render a determination of retroactivity meaningless, as a practical matter.","Third, if the Supreme Court concludes in Welch that Johnson is retroactive, failing to hold the applications in abeyance could deprive petitioners of the benefit of Johnson’s retroactivity and render a determination of retroactivity meaningless as a practical matter. Because applications for second or successive petitions based on Johnson arguably must be filed before June 26, 2016 (we do not decide that question now).",real_lex_simple
378,"Finally, this Court has considered Peters’s reliance on United States v. Quinones, wherein the court, faced with a similar motion, granted the defendant’s request for a stay of forfeiture, reasoning that “[i]f the government were to sell the four parcels in such a [slumped] market, they [sic] would, in effect, be foregoing any potential for appreciation in value once the market recovers; this loss will ultimately be borne by [the defendant] if the forfeiture order is reversed on appeal.” No.","The court considered Peters’s reliance on United States v. Quinones, where the court granted the defendant’s request for a stay of forfeiture, reasoning that if the government were to sell the four parcels in such a slumped market, they would be foregoing any potential for appreciation in value once the market recovers; this loss will ultimately be borne by the defendant if the forfeiture order is reversed on appeal.",real_lex_simple
379,"On appeal, Niehaus reinterprets the accepted facts of this case and attempts to paint USB as an “ ‘eyes wide open’ participant in the fraud.” She bases her allegation that USB conspired with her on the assertions that (1) USB knew of her unlawful conduct by early 2010 when it confronted her about her fraud and asked her to resign; (2) one of USB’s owners refused her resignation and thereby allowed her to continue to embezzle funds; (3) USB advised her to withdraw D.C. and J.C.’s funds and transfer the money to another bank; arid (4) in the civil suit, USB agreed to release Nie-haus from any and all claims relating to the litigation.","On appeal, Niehaus reinterprets the accepted facts of this case and attempts to paint USB as an "" ‘eyes wide open’ participant in the fraud."" She bases her allegation that USB conspired with her on the assertions that USB knew of her unlawful conduct by early 2010 when it confronted her about her fraud and asked her to resign; one of USB’s owners refused her resignation and thereby allowed her to continue to embezzle funds; USB advised her to withdraw D.C. and J.C.'s funds and transfer the money to another bank; and in the civil suit, USB agreed to release Niehaus from any and all claims relating to the litigation.",real_lex_simple
380,"Witness, for example, his continued emphasis on the facts that Mr. Mitchell could have appealed the September 2003 decision, challenged its determination that new and material evidence had not been submitted, and raised the fact that VA never respond ed to the December 1973 audiogram, but failed to do so, post at 445, even though the Federal Circuit explicitly rejected almost identical objections in Beraud, see 766 F.3d at 1406 n. 1.","For example, Mr. Mitchell could have appealed the September 2003 decision, challenged its determination that new and material evidence had not been submitted, and raised the fact that VA never responded to the December 1973 audiogram, but failed to do so. The Federal Circuit explicitly rejected almost identical objections in Beraud, see 766 F.3d at 1406 n. 1.",real_lex_simple
381,"The court’s central purpose in granting leave to implead a third party is “to promote judicial efficiency by eliminating the necessity for the defendant to bring a separate action against a third individual who may be secondarily or derivatively liable to the defendant for all or part of the plaintiffs original claim.” Sw. Adm’rs, Inc. v. Rozay’s Transfer, 791 F.2d 769, 777 (9th Cir.1986).",The primary reason for a court granting permission to involve a third party in a lawsuit is to enhance the efficiency of the judicial process. This is achieved by eliminating the need for the defendant to file a separate lawsuit against a third individual who might share some responsibility or liability for the plaintiff's original claim.,real_lex_simple
382,"A reciprocal insurance exchange, “in its pure form ... is a web of contractual relationships between subscribers who agree to insure one another, consummated through a common agent with power of attorney.” The overriding question is whether USAA is properly treated as a corporation or an unincorporated association for purposes of diversity jurisdiction.","The central question is whether USAA should be considered a corporation or an unincorporated association for diversity jurisdiction purposes, as a reciprocal insurance exchange is essentially a network of contractual relationships between subscribers who agree to provide insurance to each other, facilitated by a common agent with power of attorney.",real_lex_simple
383,"Congress enacted the FDCPA in 1977 “to eliminate abusive debt collection practices by debt collectors, to insure that those debt collectors who refrain from using abusive debt collection practices are not competitively disadvantaged, and to promote consistent State action to protect consumers against debt collection abuses.” 15 U.S.C.","The purpose of the FDCPA, enacted by Congress in 1977, was to put an end to unfair and abusive practices by debt collectors. It aimed to ensure that debt collectors who refrain from such practices are not at a competitive disadvantage, and to encourage consistent state actions in safeguarding consumers against debt collection abuses.",real_lex_simple
384,"See e.g., Potts, 882 F.2d at 1324 (“A statute modifying the content of state tort law doctrines of contributory and comparative negligence seems to us to be a classic example of the type of substantive rule of law binding upon a federal court in a diversity case.”); Winningham v. Swift Trans.","For example, in the case of Potts (882 F.2d at 1324), it was argued that a statute altering the principles of contributory and comparative negligence in state tort law should be considered a substantive rule of law applicable to federal courts in diversity cases. Similarly, in Winningham v. Swift Transportation, the issue of simplification was not specified.",real_lex_simple
385,"“If the conduct did not violate a clearly established constitutional right, or if it was objectively reasonable for the [official] to believe that his conduct did not violate such a right, then the [official] is protected by qualified immunity.”","If an official's conduct did not violate a clearly established constitutional right or if it was objectively reasonable for the official to believe that their conduct did not violate such a right, they are protected by qualified immunity.",real_lex_simple
386,"Here, relying on its president’s affidavit, plaintiff alleges that “stock ownership [in Patriot Lines and Vessel Operations] was restricted to the Brophys and that the two companies existed as a ‘facade for the [Brophys’] operations.’ ” (Paper No.","Here, relying on its president’s testimony, plaintiff alleges that “stock ownership [in Patriot Lines and Vessel Operations] was restricted to the Brophys and that the two companies existed as a ‘facade for the [Brophys’] operations.’ ”",real_lex_simple
387,"But the bottom line is the more protection, if you will, we can provide for the families of those who are going through what has to be just the most horrific time in their life, I think we have an obligation to do it.","But the core issue is more protection. If you want, we can provide for the families of those who are going through the most horrific time in their life. I think we have to do it.",real_lex_simple
388,"Instead, “[vigorous cross-examination, presentation of contrary evidence, and careful instruction on the burden of proof are the traditional and appropriate means of attacking shaky but admissible evidence.” Daubert, 509 U.S. at 595, 113 S.Ct.","Instead, the conventional and suitable methods for challenging uncertain but admissible evidence involve thorough cross-examination, presenting contradictory evidence, and providing clear instructions on the burden of proof.",real_lex_simple
389,"Such standards are critical because even in cases where a regulation is content- neutral on its face, “placing unbridled discretion in the hands of a government official or agency ... may result in censorship.” Lakewood, 486 U.S. at 758, 108 S.Ct.","Standards like these are crucial because, even if a regulation appears to be content-neutral on the surface, granting unchecked discretion to government officials or agencies can potentially lead to censorship.",real_lex_simple
390,The Agreement further states that the “arbitrators must make their decision within 60 days following the termination of the hearing” and that “[t]he majority decision of any two arbitrators” of the three-arbitrator panel “will be final and binding” on the parties.,"According to the Agreement, the arbitrators are required to reach their decision within 60 days after the hearing concludes. Additionally, the final and binding decision will be determined by the majority decision of any two arbitrators from the three-arbitrator panel.",real_lex_simple
391,"Here, Giwa has presented no evidence at all to counter Landes’ affidavit that sets forth her understanding of the facts on which she based her conclusion that Giwa was under-performing as a Senior Urban Planner or that he made mistakes that deserved a lower rating.","In this case, Giwa has not provided any evidence to challenge Landes' affidavit. Landes' affidavit presents her understanding of the facts upon which she formed the conclusion that Giwa was underperforming in his role as a Senior Urban Planner and had made mistakes deserving a lower rating.",real_lex_simple
392,"Underwriting purposes include, among other things, the decision whether or not to issue a policy, the amount and terms of coverage, and whether to renew or cancel a policy, but an insurer may not obtain a consumer report for the purposes of evaluating a claim.","Underwriting purposes encompass various considerations such as determining whether to issue a policy, setting the coverage amount and terms, and deciding whether to renew or cancel a policy. However, it's important to note that an insurer is not allowed to obtain a consumer report for the specific purpose of evaluating a claim.",real_lex_simple
393,That record also stated that on that date the “[c]ourt found defendant guilty as charged in the information and ordered a Judgment of Conviction to be entered on the record.... Court ordered defendant REMANDED into the custody of the Milwaukee County Sheriffs Department.”,"According to the record, on that specific date, the court found the defendant guilty as charged in the information and issued an order for a Judgment of Conviction to be entered on the record. Additionally, the court ordered the defendant to be remanded into the custody of the Milwaukee County Sheriff's Department.",real_lex_simple
394,"The issue here is whether an insured can round up general settlements from its subcontractors, unilaterally decide that they will be allocated to uncovered damages, and then go after the insurers that would cover the damages if the loss was properly allocated to that policy, .","The question at hand is whether an insured has the right to collect overall settlements from subcontractors, independently determine that they will be allocated to uninsured damages, and subsequently pursue the insurers responsible for covering the damages if the loss had been appropriately assigned to that policy.",real_lex_simple
395,"The Supreme Court briefly addressed the issue within the scope of the Fair Housing Act, summarizing that if a tester has “suffered injury in precisely the form the statute was intended to guard against,” then regardless of the motivation behind bringing the suit, an injury has occurred.","The Supreme Court provided a brief explanation regarding this matter in relation to the Fair Housing Act, stating that if a tester has experienced harm in the exact manner that the statute aims to prevent, then regardless of the motive for filing the lawsuit, an injury has taken place.",real_lex_simple
396,"For past performance, the solicitation informed offerors that “[t]he Government will conduct a performance confidence assessment based upon the past performance of major or critical aspects of the requirement as it relates to the probability of successfully performing the solicitation requirements.”","Regarding past performance, the solicitation notified offerors that the government would evaluate their performance history, particularly major or critical aspects of the requirement, to assess the likelihood of successfully fulfilling the solicitation requirements.",real_lex_simple
397,"When a federal court sits in diversity, it “has personal jurisdiction over a non-resident defendant if (1) an applicable state long-arm statute confers jurisdiction and (2) the assertion of that jurisdiction is consistent with constitutional due process.” Nichols v. G.D. Searle & Co., 991 F.2d 1195, 1199 (4th Cir.1993).","In diversity cases, a federal court can exercise personal jurisdiction over a non-resident defendant if two conditions are met. First, the court must have jurisdiction under the state's long-arm statute. Second, the exercise of jurisdiction must comply with constitutional due process. This principle was established in the case Nichols v. G.D. Searle & Co., 991 F.2d 1195, 1199 (4th Cir. 1993).",real_lex_simple
398,"A decision is considered “final and ... appealable where it 1) resolves and seriously affects substantive rights and 2) finally determines the discrete issue to which it is addressed.” Dye v. Brown (In re AFI Holding, Inc.), 530 F.3d 832, 836 (9th Cir.2008) (quoting Schulman v. California (In re Lazar), 237 F.3d 967, 985 (9th Cir.2001)).","A decision is deemed ""final and appealable"" when it meets two criteria. First, it must substantially impact and affect substantive rights. Second, it must conclusively determine the specific issue it addresses. This principle was articulated in Dye v. Brown (In re AFI Holding, Inc.), 530 F.3d 832, 836 (9th Cir. 2008), citing Schulman v. California (In re Lazar), 237 F.3d 967, 985 (9th Cir. 2001).",real_lex_simple
399,"Once admitted into the Minnesota Department of Corrections (“MDOC”) system, Brooks received a chemical-dependency assessment, as all new inmates are required to have under Minnesota law, and was ordered to complete treatment in order to be transferred to a lower-security prison, qualify for work release, and avoid disciplinary sanctions.","Upon entering the Minnesota Department of Corrections (""MDOC"") system, Brooks underwent a chemical-dependency assessment, as mandated by Minnesota law for all new inmates. It was determined that Brooks must complete treatment in order to be transferred to a lower-security prison, become eligible for work release, and prevent disciplinary penalties.",real_lex_simple
400,Such a need is established if either: (1) failure to obtain expedited processing would pose an “imminent threat to the life or physical safety of an individual”; or (2) the requester is “primarily engaged in disseminating information” and shows an “urgency to inform the public concerning actual or alleged Federal Government ■ activity.” 5 U.S.C.,"There are two conditions under which the need for expedited processing is justified. Firstly, if not obtaining expedited processing would create an immediate threat to the life or physical safety of an individual. Secondly, if the requester is primarily involved in disseminating information and can demonstrate an urgency to inform the public about actual or alleged activities of the Federal Government. This is governed by 5 U.S.C. (United States Code).",real_lex_simple
401,"In order to obtain discovery regarding the issue of personal jurisdiction, at a minimum, the plaintiff must establish a colorable or prima facie showing of personal jurisdiction.","In order to obtain discovery regarding the issue of a court's power over a person, at a minimum, the plaintiff must establish a false or at first sight showing of a court's power over a person.",real_lex_simple
402,"Plaintiffs argue that Defendants knew, or should have known, that the risk of new-onset diabetes mellitus or hyperglycemia associated with Risperdal is significantly higher than with older, cheaper, and equally effective “typical” antipsychotic drugs.","Plaintiffs argue that Defendants knew, or should have known, that the risk of at the beginning of diabetes mellitus or hyperglycemia associated with Risperdal is significantly higher than with older, cheaper, and equally effective “typical” antipsychotic drugs.",real_lex_simple
403,"In addition, Palermo alleges that his manager, Brittany Williams (Williams), who is a black female, and another one of his direct supervisors, Terry Green (Green) were aware of his EEO Complaints, the 2004 Case, and the 2008 Case.","In addition, Palermo asserts that his manager, Brittany Williams (Williams), who is a black female, and another one of his direct supervisors, Terry Green (Green) were aware of his EEO Complaints, the 2004 Case, and the 2008 Case.",real_lex_simple
404,"Arch took no action on eight of those claims (Chart, Claims 13-20), and issued a denial letter for the ninth claim (Chart, Claim 21) on March 1, 2010 by re-asserting its position noted before and further asserting that an intervening Endorsement No.","Arch took no action on eight of those claims (Chart, Claims 13-20), and issued a letter that rejecting an employee's request for the ninth claim (Chart, Claim 21) on March 1, 2010 by re-asserting its position noted before and further asserting that an intervening Endorsement No.",real_lex_simple
405,"Because, apparently, no act of obeisance goes unpunished, the Federal Circuit then vacated this Court’s grant of summary judgment to Amphastar and held, in November, 2015, 'that the safe harbor provision did not apply to' its infringing activities.","Because, apparently, no act of respect goes unpunished, the Federal Circuit then discharged this Court’s grant of summary judgment to Amphastar and held, in November, 2015, 'that the safe harbor provision did not apply to' its infringing activities.",real_lex_simple
406,"This Court “may consider a number of factors, including whether the work performed was duplicative, if an attorney takes extra time due to inexperience, or if an attorney performs tasks normally performed by paralegals, clerical personnel, or other non-attorneys.” Ussery, 10 Vet.App.","This Court “may consider a number of factors, including whether the work performed was duplicative, if an attorney takes extra time due to inexperience, or if an attorney performs tasks normally performed by legal assistants, clerical personnel, or other non-attorneys.”",real_lex_simple
407,"Obviously, and to the extent further discussion of essential character is even necessary here: the essence of pots and pans is to contain and cook, and they can serve those functions with or without lids; and while lids may complete or enhance that purpose, they are merely incidental thereto and serve no purpose otherwise without the pots/pans to which they are intended to be fitted or combined.","Obviously, and to the extent further discussion of essential character is even necessary here: the essence of pots and pans is to contain and cook, and they can serve those functions with or without lids; and while lids may complete or boost that purpose, they are only incidental there to and serve no purpose otherwise without the pots/pans to which they are intended to be fitted or combined.",real_lex_simple
408,"Moreover, under section 5121, a determination of whether accrued benefits should be awarded “must be determined based on evidence that was either'physically or constructively in the [deceased claimant’s] file at the time of his death.” Ralston v. West, 13 Vet.App.","Moreover, under section 5121, a determination of whether benefits that benefits that the deceased claiment has earned based on his service or other criteria, but that are payable to him at some later date should be awarded “must be determined based on evidence that was either'physically or constructively in the [deceased claimant’s] file at the time of his death.” Ralston v. West, 13 Vet.App.",real_lex_simple
409,"We will pay all sums an “insured” legally must pay as damages because of “bodily injury” or “property damage” to which this insurance applies, caused by an “accident” and resulting from “garage operations” involving the ownership, maintenance or use of covered “autos”.","We will pay all amount an “insured” legally must pay as damages because of “bodily injury” or “property damage” to which this insurance applies, caused by an “accident” and resulting from “garage operations” involving the ownership, maintenance or use of covered “autos”.",real_lex_simple
410,"Where, as here, a prisoner “challenges the very fact or duration of his physical imprisonment, and the relief he seeks is a determination that he is entitled to immediate release or a speedier release from that imprisonment, his sole federal remedy is a writ of habeas corpus.” Preiser v. Rodriguez, 411 U.S. 475, 500, 93 S.Ct.","Where, as here, a prisoner “challenges the very fact or duration of his physical imprisonment, and the release he seeks is a determination that he is entitled to immediate release or a speedier release from that imprisonment, his sole federal remedy is a ordinance used to bring a prisoner or other detainee before the court to determine if the person's imprisonment or detention is lawful.” Preiser v. Rodriguez, 411 U.S. 475, 500, 93 S.Ct.",real_lex_simple
411,"At oral argument, ST argued that it is clear that no renewal premium is due under ST’s premium plan because the document setting forth the premium plan, the 2005 Flow Plan, nowhere mentions renewal premiums being due after the MCL is reached.","At oral argument, ST argued that it is clear that no subsequent premium that is paid by the insured to the insurer in order to keep the policy in operation and avail the benefits of the policy accordingly is due under ST’s premium plan because the document setting forth the premium plan, the 2005 Flow Plan, nowhere mentions these premiums being due after the MCL is reached.",real_lex_simple
412,"Therefore, the government presented sufficient evidence for a jury to conclude that defendant pledged “all furniture, equipment, and fixtures” in each of the four properties listed, including the Restaurant, and that he falsely represented that no one else held any interest in the collateral.","Therefore, the government presented sufficient evidence for a jury to conclude that defendant gave as security “all furniture, equipment, and fixtures” in each of the four properties listed, including the Restaurant, and that he falsely represented that no one else held any interest in the collateral.",real_lex_simple
413,"If the plaintiff succeeds in doing so, the burden of production shifts to the defendant ""to articulate some legitimate, nondiscriminatory reason for the employee’s rejection.” McDonnell Douglas, 411 U.S. at 802, 93 S.Ct.","If the plaintiff succeeds in doing so, the party's obligation to come forward with sufficient evidence to support a particular proposition of fact shifts to the defendant ""to articulate some legitimate, nondiscriminatory reason for the employee’s rejection.” McDonnell Douglas, 411 U.S. at 802, 93 S.Ct.",real_lex_simple
414,"However, because the Court had previously overruled those additional arguments during the September 7 hearing, and because the Court specifically narrowed Defendant's supplemental argument to the issue of § 6308, and because Defendant’s reply raises new issues insofar as neither its supplemental filing nor Plaintiff's response raised those issues, the Court rejects those argument out of hand.","However, because the Court had previously cancelled those additional arguments during the September 7 session in court, and because the Court specifically narrowed Defendant's supplemental argument to the issue of § 6308, and because Defendant’s reply raises new issues insofar as neither its supplemental filing nor Plaintiff's response raised those issues, the Court rejects those argument out of hand.",real_lex_simple
415,"The closest Williams comes to addressing the Baze standard is in a heading in the briefs outline that reads, “What is known of the State’s Revised protocol indicates that Williams will likely suffer needless, undue, and excruciating pain during execution.”","The closest Williams comes to addressing the Baze standard is in a heading in the briefs outline that reads, “What is known of the State’s Revised protocol indicates that Williams will likely suffer needless, undue, and distressful pain during implementation of the decision.”",real_lex_simple
416,"This is undisputed, but neither party provides any evidence as to what kind of hospital Plaintiffs would be placed in, what level of care they would receive, what services they would be entitled to during their hospitalizations, or the probable durations of their hospital stays.","This is undisputed, but neither party provides any evidence as to what kind of hospital Plaintiffs would be placed in, what level of care they would receive, what services they would be entitled to during their hospitalizations, or the possible durations of their hospital stays.",real_lex_simple
417,"In sum, because Trader Joe’s has made no showing that the lack of an “All Natural” label would imply or suggest ascorbic acid inferiority in violation of the FDCA and FDA regulations, it has made no showing that plaintiffs’ Juice-related claims are preempted.","In sum, because Trader Joe’s has made no proof that the lack of an “All Natural” label would imply or suggest ascorbic acid inferiority in violation of the FDCA and FDA regulations, it has made no proof that plaintiffs’ Juice-related claims are privileged.",real_lex_simple
418,"To be sure, to win on her alienation of affections claim, Plaintiff must prove: (1) love and affection of the spouse for the plaintiff; (2) actual damages; and (3) overt acts, conduct, or enticement on the part of the defendant causing those affections to depart.","To be sure, to win on her alienation of affections claim, Plaintiff must prove: (1) love and affection of the spouse for the plaintiff; (2) actual losses; and (3) clear actions, conduct, or enticement on the part of the defendant causing those affections to depart.",real_lex_simple
419,"Even after the execution of the Contract, Starr and Carson each signed various purchase orders that indicated delivery to Jas-min’s address; Trina delivered the solar panels directly to Jasmin in Australia; and Jasmin accepted and installed the panels, at one point stating in an email to Trina on which JRC was copied that Jasmin would pay the invoices.","Even after the performing of the Contract, Starr and Carson each signed various purchase orders that pointed out delivery to Jas-min’s address; Trina delivered the solar panels directly to Jasmin in Australia; and Jasmin accepted and installed the panels, at one point stating in an email to Trina on which JRC was copied that Jasmin would pay the invoices.",real_lex_simple
420,"In challenging the validity of Claims 1 and 9 of the ’681 Patent—both of which are independent claims—Nash cites Section 103 of the Patent Act, which forbids the issuance of a patent where “the differences between the claimed invention and the prior art are such that the claimed invention as a whole would have been obvious before the effective filing date of the claimed invention to a person having ordinary skill in the art to which the claimed invention pertains.” 35 U.S.C.","In challenging the validity of Claims 1 and 9 of the ’681 Patent—both of which are independent claims—Nash cites Section 103 of the Patent Act, which forbids the registration of a patent where “the differences between the claimed invention and the prior art are such that the claimed invention as a whole would have been obvious before the effective filing date of the claimed invention to a person having ordinary skill in the art to which the claimed invention belongs to.” 35 U.S.C.",real_lex_simple
421,"In doing so, the Board should be mindful that it “has a special obligation to read pro se filings liberally.” Robinson v. Shinseki, 557 F.3d 1355, 1358-59 (Fed.Cir.2009).","""The Board should remember its duty to interpret pro se filings liberally.""Robinson v. Shinseki, 557 F.3d 1355, 1358-59 (Fed.Cir.2009).",real_lex_simple
422,The failure to adhere to this procedural mandate renders the notice of pen-dency “defective and void from the beginning.”,Failure to follow the procedure results in the notice of settlement to no longer apply.,real_lex_simple
423,"The burden is on the moving party to show, through the pleadings, discovery and affidavits, “that there is no genuine dispute as to any material fdet and [that] the movant is .entitled to-judgment as a matter of law.” Fed.","""The party making the motion has the responsibility to demonstrate, using pleadings, discovery, and affidavits, that there are no significant factual disputes and that they are entitled to judgment as a matter of law.""Fed.",real_lex_simple
424,"The Court must therefore grant the defendants’ motion to dismiss if it answers three questions in the affirmative: (1) whether the defendants are, “provider[s] ... of an interactive computer service,” 47 U.S.C.","If the Court can answer three questions positively, it must grant the defendants' motion to dismiss. The questions are: (1) whether the defendants qualify as ""provider[s] ... of an interactive computer service."" 47 U.S.C.",real_lex_simple
425,No unacceptable evals and nothing that really stands out in the weekly ... [training and HR pretty much agrees [sic] we don’t have a case: Perhaps Steve’s report will change in entirety based on 6th step info.,There are no problematic evaluations or remarkable incidents in the weekly reports. Both the training and HR departments concur that there is no basis for a case. It is possible that Steve's report might be altered completely after considering the information from the sixth step.,real_lex_simple
426,"In this group are four pro se parties (Dwight E. Nolt [# 226], Mark Powell [#208], Chris Pavlou [#119] and Paul R. Worsham [# 200]) and one “professional and generally unsuccessful objector,” see In re Royal Ahold N.V. Sec.","Merck is currently seeking to dismiss the state whistle-blower claim by invoking Federal Rules of Civil Procedure 12(b)(1) and 12(b)(6). They argue that the claim is preempted by the Illinois Human Rights Act, specifically 775 ILCS 5/1-101 et seq.",real_lex_simple
427,"In Fluorine’s view, Amtrak may condemn a property interest only “as a last resort” — “where it cannot practicably do otherwise” — and it urges the Court to engage in a searching, fact- specific review of Amtrak’s condemnation decision.","According to Fluorine, Amtrak should only resort to condemning a property interest when it is absolutely necessary and there are no other feasible alternatives. Fluorine strongly urges the Court to thoroughly examine Amtrak's decision to condemn, taking into account the specific facts of the case.",real_lex_simple
428,"There is no indication on the face of the April 1988 rating decision that the RO did not consider the evidence of record or the application of § 4.16(b), and the Court cannot conclude that it failed to do so on the basis of silence alone.","The April 1988 rating decision does not show any clear sign that the RO did not consider the evidence or the application of § 4.16(b). Based solely on the absence of information, the Court cannot determine that it neglected to do so.",real_lex_simple
429,"Should-the Court find that such costs constitute an economic injury sufficient to confer standing, “a private plaintiff bringing a UCL claim automatically would have standing merely by filing suit.” Cordon v. Wachovia Mortg., a Div.","If the Court determines that these costs qualify as an economic injury that grants standing, then a private plaintiff who files a UCL claim would automatically have standing. This is illustrated in the case of Cordon v. Wachovia Mortgage, a Div.",real_lex_simple
430,"To the extent that Vivendi’s argument is that GAMCO should have unearthed information that would have led it to discount Vivendi’s misrepresentations, such arguments fails because contributory negligence is not a defense to securities fraud.","The Veteran Court via an order granted relief, noting such a relief is a to granted in special circumstances.",real_lex_simple
431,"The privilege “recognizes that sound legal advice or advocacy serves public ends and that such advice or advocacy depends upon the lawyer’s being fully informed by the client.” Upjohn v. United States, 449 U.S. 383, 389, 101 S.Ct.","Vivendi's argument suggests that GAMCO should have discovered information that would have made them skeptical of Vivendi's false statements. However, this argument fails because contributory negligence is not a valid defense in cases of securities fraud.",real_lex_simple
432,"The Veterans Court recognized its authority to grant relief by way of writ of mandamus, noting that such relief “is a drastic one, to be invoked only in extraordinary circumstances.” Veterans Opinion at 1 (citing Kerr v. U.S. Dist.","""The privilege acknowledges that effective legal advice or advocacy benefits the public and relies on the lawyer having complete information from the client.""Upjohn v. United States, 449 U.S. 383, 389, 101 S.Ct.",real_lex_simple
433,"Plaintiffs respond by noting that, according to the Amended Complaint, the parties engaged in negotiations over an unexecuted draft Operating Agreement, which “contemplated that [the parties] would ‘jointly operate the proton therapy center.’” Pl.","Plaintiffs counter by highlighting that, as per the Amended Complaint, the parties conducted negotiations regarding an unsigned draft Operating Agreement that envisioned them jointly operating the proton therapy center.",real_lex_simple
434,The only exception to this general rule — one that is not applicable here — is if the transferor court already decided an issue (based on its own interpretation of the law) and thus the “law of the case” governs that issue even in the transferee court.,"The sole exception to this general rule, which does not apply in this case, is when the transferring court has already made a decision on an issue based on its own understanding of the law. In such cases, the ""law of the case"" prevails even in the receiving court.",real_lex_simple
435,"In other words, a finding that pinniped predation is having a significant negative impact on the decline or recovery of protected salmonids does not mean that pinniped predation is jeopardizing those salmonids, as the term is used in the ESA context.","A study showing pinniped being prey on negatively effects the population of salmonids, but this doesn’t completely mean that pinniped being preyed on is actually has a negative impact on salmonids",real_lex_simple
436,"In determining whether Capital-Source retained a security interest in the cash proceeds, the court acknowledged that under § 9-332, “CapitalSource did not have a security interest in the funds after Debtor [Delco Oil] transferred them to Marathon.”","When deciding if Capital-Source maintained a security interest in the cash proceeds, the court recognized that according to § 9-332, ""CapitalSource no longer had a security interest in the funds once Debtor [Delco Oil] transferred them to Marathon.""",real_lex_simple
437,"The probation office filed a petition to revoke Defendant’s supervised release, alleging Defendant had been (1) associating with a convicted felon (a female) without permission, and (2) discharged from RRC for making threatening statements to a staff member.",The probation office submitted a petition to revoke the Defendant's supervised release. The petition claims that the Defendant engaged in unauthorized association with a convicted felon (a female) and was discharged from the RRC due to making threatening statements to a staff member.,real_lex_simple
438,"Therefore, the court’s analysis in this Ruling focuses solely on the first step of the above inquiry: determining whether the state statutes “mandate or authorize a per se antitrust violation.” Freedom Holdings IV, 624 F.3d at 49 (quotation marks and citation omitted).",The courts analysis in this Ruling has not been on the first step of the above inquiry .Being whether the state statutes have or authorize a state state violation . Freedom Holdings IV -LRB- the marks and citation added -RRB- .Freedom Holdings IV were 624 F. 3d .,real_lex_simple
439,"Having considered the motions, responses, replies, supporting evidence, the argument of counsel, and the applicable law, the court will grant the summary-judgment motion and dismiss all of Plaintiffs’ claims and dismiss all other pending motions for the reasons to follow.","After carefully reviewing the motions, responses, replies, supporting evidence, arguments from both sides, and the relevant law, the court has decided to grant the summary judgment motion. As a result, all of the Plaintiffs' claims will be dismissed, and any other pending motions will also be dismissed. The court will provide detailed reasons for its decision.",real_lex_simple
